ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan
Achagua-1_i-1,,Achagua,1_i,nuya,nuya,n u y a,,walker2011,,
Yanesha-1_i-1,,Yanesha,1_i,na,na,n a,,walker2011,,
Anauya-1_i-1,,Anauya,1_i,nu,nu,n u,,walker2011,,
Apurina-1_i-1,,Apurina,1_i,nota,nota,n o t a,,walker2011,,
Aruan-1_i-1,,Aruan,1_i,nuy,nuy,n u y,,walker2011,,
Ashaninka-1_i-1,,Ashaninka,1_i,naro,naro,n a r o,,walker2011,,
Xiriana-1_i-1,,Xiriana,1_i,nui,nui,n u i,,walker2011,,
Avane-1_i-1,,Avane,1_i,nuya,nuya,n u y a,,walker2011,,
BaniwaDoIcana-1_i-1,,BaniwaDoIcana,1_i,hnua,hnua,h n u a,,walker2011,,
Bare-1_i-1,,Bare,1_i,"nu-ni, nũ",nu-ni,n u + n i,,walker2011,,
Bare-1_i-2,,Bare,1_i,"nu-ni, nũ",nũ,n ũ,,walker2011,,
Baure-1_i-1,,Baure,1_i,ntiʔ,ntiʔ,n t i ʔ,,walker2011,,
Cabiyari-1_i-1,,Cabiyari,1_i,ɲu,ɲu,ɲ u,,walker2011,,
Caquinte-1_i-1,,Caquinte,1_i,no,no,n o,,walker2011,,
Cariai-1_i-1,,Cariai,1_i,ni-wai,ni-wai,n i + w a i,,walker2011,,
Chamicuro-1_i-1,,Chamicuro,1_i,uʔti,uʔti,u ʔ t i,,walker2011,,
EnaweneNawe-1_i-1,,EnaweneNawe,1_i,nato,nato,n a t o,,walker2011,,
Garifuna-1_i-1,,Garifuna,1_i,au[m] nuguya[f],au nuguya,a u + n u g u y a,,walker2011,,
Wayuu-1_i-1,,Wayuu,1_i,ta-ya,ta-ya,t a + y a,,walker2011,,
Guinau-1_i-1,,Guinau,1_i,ndu,ndu,n d u,,walker2011,,
Ignaciano-1_i-1,,Ignaciano,1_i,núti,núti,n ú/u t i,,walker2011,,
Inapari-1_i-1,,Inapari,1_i,nohá,nohá,n o h á/a,,walker2011,,
IslandCarib-1_i-1,,IslandCarib,1_i,nu-guia,nu-guia,n u + g u i a,,walker2011,,
Karutana-1_i-1,,Karutana,1_i,nua,nua,n u a,,walker2011,,
Kaishana-1_i-1,,Kaishana,1_i,nuwa,nuwa,n u w a,,walker2011,,
Kinikinao-1_i-1,,Kinikinao,1_i,uːndi,uːndi,uː n d i,,walker2011,,
Curripaco-1_i-1,,Curripaco,1_i,hnua,hnua,h n u a,,walker2011,,
Lokono-1_i-1,,Lokono,1_i,de,de,d e,,walker2011,,
Machiguenga-1_i-1,,Machiguenga,1_i,naro,naro,n a r o,,walker2011,,
Maipure-1_i-1,,Maipure,1_i,nuya,nuya,n u y a,,walker2011,,
Manao-1_i-1,,Manao,1_i,nu,nu,n u,,walker2011,,
Mandahuaca-1_i-1,,Mandahuaca,1_i,nu-yaha,nu-yaha,n u + y a h a,,walker2011,,
Machinere-1_i-1,,Machinere,1_i,no,no,n o,,walker2011,,
Marawan-1_i-1,,Marawan,1_i,nu-,nu-,n u,,walker2011,,
Maragua-1_i-1,,Maragua,1_i,nya,nya,n y a,,walker2011,,
Mariate-1_i-1,,Mariate,1_i,nu,nu,n u,,walker2011,,
MapidianMawayana-1_i-1,,MapidianMawayana,1_i,nu,nu,n u,,walker2011,,
Mehinaku-1_i-1,,Mehinaku,1_i,natu,natu,n a t u,,walker2011,,
Nomatsiguenga-1_i-1,,Nomatsiguenga,1_i,naro,naro,n a r o,,walker2011,,
Palikur-1_i-1,,Palikur,1_i,nah,nah,n a h,,walker2011,,
Paraujano-1_i-1,,Paraujano,1_i,te,te,t e,,walker2011,,
Parecis-1_i-1,,Parecis,1_i,natjwo,natjwo,n a tʲʷ o,,walker2011,,
Passe-1_i-1,,Passe,1_i,nu,nu,n u,,walker2011,,
Piapoco-1_i-1,,Piapoco,1_i,núa,núa,n ú/u a,,walker2011,,
Yine-1_i-1,,Yine,1_i,gita,gita,g i t a,,walker2011,,
Resigaro-1_i-1,,Resigaro,1_i,n̥o,n̥o,n̥ o,,walker2011,,
Saraveca-1_i-1,,Saraveca,1_i,nato,nato,n a t o,,walker2011,,
Taino-1_i-1,,Taino,1_i,"nu, da-, daka",nu,n u,,walker2011,,
Taino-1_i-2,,Taino,1_i,"nu, da-, daka",da-,d a,,walker2011,,
Taino-1_i-3,,Taino,1_i,"nu, da-, daka",daka,d a k a,,walker2011,,
Tariana-1_i-1,,Tariana,1_i,nuha,nuha,n u h a,,walker2011,,
Terena-1_i-1,,Terena,1_i,ûndi,ûndi,û/u n d i,,walker2011,,
Trinitario-1_i-1,,Trinitario,1_i,nuti,nuti,n u t i,,walker2011,,
Wainuma-1_i-1,,Wainuma,1_i,nuu,nuu,n uː,,walker2011,,
Wapishana-1_i-1,,Wapishana,1_i,ũgaɽɨ,ũgaɽɨ,ũ g a ɽ ɨ,,walker2011,,
Araicu-1_i-1,,Araicu,1_i,u-nu,u-nu,u + n u,,walker2011,,
Warekena-1_i-1,,Warekena,1_i,nuha,nuha,n u h a,,walker2011,,
WarekenaVelha-1_i-1,,WarekenaVelha,1_i,nuya,nuya,n u y a,,walker2011,,
Waura-1_i-1,,Waura,1_i,natu,natu,n a t u,,walker2011,,
Yavitero-1_i-1,,Yavitero,1_i,nuya,nuya,n u y a,,walker2011,,
Yawalapiti-1_i-1,,Yawalapiti,1_i,natu,natu,n a t u,,walker2011,,
Yucuna-1_i-1,,Yucuna,1_i,nuka,nuka,n u k a,,walker2011,,
Jumana-1_i-1,,Jumana,1_i,nɨ-te,nɨ-te,n ɨ + t e,,walker2011,,
Achagua-2_you-1,,Achagua,2_you,hiya,hiya,h i y a,,walker2011,,
Yanesha-2_you-1,,Yanesha,2_you,pja,pja,p j a,,walker2011,,
Anauya-2_you-1,,Anauya,2_you,hi,hi,h i,,walker2011,,
Apurina-2_you-1,,Apurina,2_you,pita,pita,p i t a,,walker2011,,
Aruan-2_you-1,,Aruan,2_you,pi,pi,p i,,walker2011,,
Ashaninka-2_you-1,,Ashaninka,2_you,aviro,aviro,a v i r o,,walker2011,,
Xiriana-2_you-1,,Xiriana,2_you,ɸi,ɸi,ɸ i,,walker2011,,
Avane-2_you-1,,Avane,2_you,piya,piya,p i y a,,walker2011,,
BaniwaDoIcana-2_you-1,,BaniwaDoIcana,2_you,phia,phia,pʰ i a,,walker2011,,
Bare-2_you-1,,Bare,2_you,"bi-ni, bĩ",bi-ni,b i + n i,,walker2011,,
Bare-2_you-2,,Bare,2_you,"bi-ni, bĩ",bĩ,b ĩ,,walker2011,,
Baure-2_you-1,,Baure,2_you,pitiʔ,pitiʔ,p i t i ʔ,,walker2011,,
Cabiyari-2_you-1,,Cabiyari,2_you,phe,phe,pʰ e,,walker2011,,
Caquinte-2_you-1,,Caquinte,2_you,apiati,apiati,a p i a t i,,walker2011,,
Cariai-2_you-1,,Cariai,2_you,pi-wai,pi-wai,p i + w a i,,walker2011,,
Chamicuro-2_you-1,,Chamicuro,2_you,piʔti,piʔti,p i ʔ t i,,walker2011,,
